Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
,23-X5799715,Person,North Tabor,1/20/2023,0500,Sex Offenses,Rape,,,,,1/20/2023,1
,23-X5799718,Person,,1/23/2023,1327,Assault Offenses,Aggravated Assault,,,,,1/23/2023,1
,23-X5799725,Property,Old Town/Chinatown,1/21/2023,1348,Robbery,Robbery,,,,,1/21/2023,1
,23-X5799730,Person,Sellwood-Moreland,1/23/2023,0216,Assault Offenses,Simple Assault,,,,,1/23/2023,2
,23-X5799731,Person,Madison South,1/23/2023,0530,Assault Offenses,Simple Assault,,,,,1/23/2023,1
,23-X5799781,Person,Goose Hollow,1/14/2023,1800,Human Trafficking Offenses,Commercial Sex Acts,,,,,1/18/2023,1
,23-X5799874,Person,St Johns,1/24/2023,0220,Assault Offenses,Aggravated Assault,,,,,1/24/2023,2
,23-X5799893,Person,Glenfair,1/22/2023,1425,Sex Offenses,Rape,,,,,1/22/2023,1
,23-X5799898,Person,East Columbia,1/22/2023,2000,Sex Offenses,Rape,,,,,1/22/2023,1
,23-X5800028,Person,Northwest,1/20/2023,1225,Assault Offenses,Simple Assault,,,,,1/20/2023,2
,23-X5800043,Person,Brentwood-Darlington,1/20/2023,2009,Assault Offenses,Simple Assault,,,,,1/20/2023,1
,23-X5800045,Person,Montavilla,1/20/2023,2106,Assault Offenses,Simple Assault,,,,,1/20/2023,1
,23-X5800075,Property,Overlook,1/21/2023,2100,Vandalism,Vandalism,,,,,1/24/2023,1
,23-X5800105,Person,St Johns,1/23/2023,2338,Assault Offenses,Simple Assault,,,,,1/23/2023,1
,23-X5800106,Person,Hazelwood,1/24/2023,0501,Assault Offenses,Simple Assault,,,,,1/24/2023,1
,23-X5800262,Property,Sumner,1/24/2023,2056,Vandalism,Vandalism,,,,,1/24/2023,1
,23-X5800360,Person,Argay,1/24/2023,1337,Sex Offenses,Rape,,,,,1/24/2023,1
,23-X5800366,Person,Downtown,1/22/2023,0400,Sex Offenses,Rape,,,,,1/22/2023,1
,23-X5800371,Person,Mill Park,1/25/2023,0029,Assault Offenses,Intimidation,,,,,1/25/2023,1
,23-X5800429,Person,Cully,1/25/2023,0000,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5800446,Person,Hazelwood,1/25/2023,0201,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5800462,Person,Northwest,8/15/2021,0000,Sex Offenses,Rape,,,,,1/20/2023,1
,23-X5800469,Property,Hillsdale,1/15/2023,0156,Vandalism,Vandalism,,,,,1/15/2023,1
,23-X5800543,Person,Powellhurst-Gilbert,1/24/2023,0600,Assault Offenses,Simple Assault,,,,,1/24/2023,1
,23-X5800648,Person,Creston-Kenilworth,1/24/2023,1100,Assault Offenses,Simple Assault,,,,,1/24/2023,1
,23-X5800682,Person,Woodland Park,1/14/2023,1235,Sex Offenses,Fondling,,,,,1/14/2023,1
,23-X5800781,Person,Buckman West,1/25/2023,1538,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5800792,Property,Hillside,1/16/2023,1430,Burglary,Burglary,,,,,1/16/2023,1
,23-X5800816,Person,Northwest,1/25/2023,1059,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5800820,Person,Centennial,1/25/2023,0740,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5800822,Person,Powellhurst-Gilbert,1/24/2023,2351,Assault Offenses,Simple Assault,,,,,1/24/2023,1
,23-X5800825,Person,South Tabor,1/25/2023,0836,Assault Offenses,Intimidation,,,,,1/25/2023,1
,23-X5800825,Property,South Tabor,1/25/2023,0836,Vandalism,Vandalism,,,,,1/25/2023,1
,23-X5800828,Person,,12/14/2022,0000,Sex Offenses,Rape,,,,,1/25/2023,1
,23-X5800929,Person,Madison South,1/10/2023,1921,Assault Offenses,Intimidation,,,,,1/10/2023,1
,23-X5801115,Society,,1/24/2023,1200,Prostitution Offenses,Assisting or Promoting Prostitution,,,,,1/26/2023,1
,23-X5801116,Person,Arbor Lodge,1/26/2023,0226,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/26/2023,1
,23-X5801286,Person,Powellhurst-Gilbert,1/25/2023,1131,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5801286,Property,Powellhurst-Gilbert,1/25/2023,1131,Larceny Offenses,All Other Larceny,,,,,1/25/2023,1
,23-X5801293,Person,North Tabor,1/25/2023,1822,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5801296,Person,Arbor Lodge,1/25/2023,2132,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5801301,Person,Boise,1/26/2023,0154,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5801384,Person,Pearl,1/26/2023,0813,Assault Offenses,Aggravated Assault,,,,,1/26/2023,1
,23-X5801522,Person,Hazelwood,1/26/2023,1323,Assault Offenses,Aggravated Assault,,,,,1/26/2023,1
,23-X5801653,Property,South Tabor,1/18/2023,1256,Larceny Offenses,Purse-Snatching,,,,,1/18/2023,1
,23-X5801901,Person,Cully,1/26/2023,0948,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5801902,Person,Downtown,1/26/2023,1300,Assault Offenses,Intimidation,,,,,1/26/2023,1
,23-X5801906,Person,Brentwood-Darlington,1/28/2023,0158,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5801907,Person,Lents,1/27/2023,1146,Assault Offenses,Simple Assault,,,,,1/27/2023,1
,23-X5801996,Person,Powellhurst-Gilbert,1/28/2023,0514,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802006,Person,Reed,1/24/2023,0230,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5802013,Person,Sylvan-Highlands,1/28/2023,0630,Assault Offenses,Aggravated Assault,,,,,1/28/2023,1
,23-X5802024,Person,Buckman East,1/27/2023,0330,Assault Offenses,Simple Assault,,,,,1/27/2023,1
,23-X5802026,Person,Laurelhurst,10/20/2022,0000,Sex Offenses,Rape,,,,,1/27/2023,1
,23-X5802037,Person,Kenton,1/28/2023,0651,Assault Offenses,Simple Assault,,,,,1/28/2023,2
,23-X5802095,Person,Woodlawn,1/28/2023,2157,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802096,Person,Woodlawn,1/25/2023,1800,Assault Offenses,Aggravated Assault,,,,,1/29/2023,1
,23-X5802140,Person,,1/29/2023,1819,Assault Offenses,Aggravated Assault,,,,,1/29/2023,1
,23-X5802142,Person,Downtown,1/29/2023,1640,Assault Offenses,Simple Assault,,,,,1/29/2023,1
,23-X5802143,Person,Arnold Creek,1/29/2023,2130,Assault Offenses,Simple Assault,,,,,1/29/2023,1
,23-X5802144,Person,Mill Park,1/29/2023,0150,Assault Offenses,Aggravated Assault,,,,,1/29/2023,1
,23-X5802146,Person,Sunnyside,1/27/2023,1446,Assault Offenses,Simple Assault,,,,,1/27/2023,1
,23-X5802149,Person,Kenton,1/21/2023,0052,Assault Offenses,Aggravated Assault,,,,,1/21/2023,1
,23-X5802196,Person,Hazelwood,1/30/2023,0100,Assault Offenses,Aggravated Assault,,,,,1/30/2023,1
,23-X5802309,Person,Buckman West,1/30/2023,0410,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5802334,Property,Cully,1/27/2023,2152,Robbery,Robbery,,,,,1/27/2023,1
,23-X5802344,Person,,1/30/2023,1000,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5802349,Person,Centennial,1/27/2023,1637,Assault Offenses,Aggravated Assault,,,,,1/27/2023,1
,23-X5802353,Person,Lloyd,1/27/2023,2317,Assault Offenses,Aggravated Assault,,,,,1/27/2023,1
,23-X5802394,Person,Reed,1/28/2023,0445,Assault Offenses,Intimidation,,,,,1/28/2023,1
,23-X5802403,Person,Hosford-Abernethy,1/28/2023,0546,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802432,Person,Goose Hollow,1/30/2023,1810,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5802452,Person,Overlook,1/30/2023,1905,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5802458,Person,Powellhurst-Gilbert,1/28/2023,1215,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802460,Person,Hazelwood,1/28/2023,1728,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802460,Property,Hazelwood,1/28/2023,1728,Vandalism,Vandalism,,,,,1/28/2023,1
,23-X5802477,Person,Centennial,1/28/2023,2335,Assault Offenses,Simple Assault,,,,,1/28/2023,1
,23-X5802480,Person,Centennial,1/29/2023,1340,Assault Offenses,Simple Assault,,,,,1/29/2023,1
,23-X5802483,Person,St Johns,1/30/2023,1817,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5802534,Person,Centennial,1/22/2023,0049,Assault Offenses,Aggravated Assault,,,,,1/22/2023,2
,23-X5802538,Person,West Portland Park,1/24/2023,1100,Assault Offenses,Simple Assault,,,,,1/24/2023,1
,23-X5802541,Person,Buckman West,1/27/2023,0200,Sex Offenses,Sodomy,,,,,1/28/2023,1
,23-X5802859,Person,Parkrose,1/31/2023,1040,Assault Offenses,Aggravated Assault,,,,,1/31/2023,1
,23-X5802873,Property,Hayden Island,1/13/2023,2120,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,,,,,1/19/2023,1
,23-X5802921,Person,Portsmouth,1/25/2023,1717,Assault Offenses,Aggravated Assault,,,,,1/25/2023,1
,23-X5802988,Person,Lents,1/12/2023,1500,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5802990,Person,Eliot,12/31/2022,0900,Sex Offenses,Fondling,,,,,1/26/2023,1
,23-X5803007,Person,Centennial,1/25/2023,1600,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5803046,Person,Wilkes,1/24/2023,2359,Assault Offenses,Aggravated Assault,,,,,1/31/2023,1
,23-X5803052,Person,Arbor Lodge,1/31/2023,1927,Assault Offenses,Simple Assault,,,,,1/31/2023,2
,23-X5803066,Person,Old Town/Chinatown,1/31/2023,2320,Assault Offenses,Simple Assault,,,,,2/1/2023,1
,23-X5803080,Person,Pearl,1/29/2023,0230,Assault Offenses,Aggravated Assault,,,,,2/1/2023,1
,23-X5803083,Person,Hazelwood,1/31/2023,2338,Assault Offenses,Simple Assault,,,,,1/31/2023,1
,23-X5803083,Property,Hazelwood,1/31/2023,2338,Vandalism,Vandalism,,,,,1/31/2023,1
,23-X5803122,Person,Glenfair,1/30/2023,1756,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5803126,Person,Portsmouth,1/30/2023,1835,Assault Offenses,Simple Assault,,,,,1/30/2023,2
,23-X5803136,Person,Downtown,1/31/2023,2257,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,1/31/2023,1
,23-X5803136,Society,Downtown,1/31/2023,2257,Weapon Law Violations,Weapons Law Violations,,,,,1/31/2023,1
,23-X5803165,Property,Hazelwood,1/21/2023,1530,Larceny Offenses,All Other Larceny,,,,,1/21/2023,1
,23-X5803166,Person,Cully,1/27/2023,0200,Sex Offenses,Fondling,,,,,1/27/2023,1
,23-X5803205,Person,Concordia,1/29/2023,1900,Assault Offenses,Simple Assault,,,,,1/29/2023,2
,23-X5803224,Person,Lloyd,1/29/2023,2130,Assault Offenses,Simple Assault,,,,,1/30/2023,1
,23-X5803236,Property,Lloyd,1/22/2023,1750,Larceny Offenses,Theft From Motor Vehicle,,,,,1/23/2023,1
,23-X5803307,Person,King,1/25/2023,1136,Assault Offenses,Simple Assault,,,,,1/25/2023,1
,23-X5803358,Property,St Johns,1/23/2023,1837,Larceny Offenses,Theft From Motor Vehicle,,,,,1/23/2023,1
,23-X5803389,Person,Foster-Powell,1/10/2023,0851,Assault Offenses,Simple Assault,,,,,1/31/2023,1
,23-X5803392,Person,,2/1/2023,1025,Assault Offenses,Aggravated Assault,,,,,2/1/2023,1
,23-X5803475,Person,Pearl,1/27/2023,0707,Assault Offenses,Simple Assault,,,,,1/27/2023,1
,23-X5803479,Property,Creston-Kenilworth,1/27/2023,2141,Robbery,Robbery,,,,,1/27/2023,1
,23-X5803479,Society,Creston-Kenilworth,1/27/2023,2141,Weapon Law Violations,Weapons Law Violations,,,,,1/27/2023,1
,23-X5803517,Property,Parkrose,2/1/2023,1906,Robbery,Robbery,,,,,2/1/2023,1
,23-X5803575,Person,King,10/16/2022,0200,Sex Offenses,Sexual Assault With An Object,,,,,1/31/2023,1
,23-X5803653,Person,Powellhurst-Gilbert,2/1/2023,2251,Assault Offenses,Aggravated Assault,,,,,2/2/2023,1
,23-X5803724,Person,Pearl,1/26/2023,1530,Sex Offenses,Fondling,,,,,1/28/2023,1
,23-X5803850,Person,,1/28/2023,1600,Sex Offenses,Fondling,,,,,1/29/2023,1
,23-X5803881,Person,Lents,1/10/2023,1200,Assault Offenses,Simple Assault,,,,,1/26/2023,1
,23-X5803936,Person,Parkrose,1/25/2023,2208,Sex Offenses,Fondling,,,,,1/25/2023,1
,23-X5803943,Person,Powellhurst-Gilbert,6/1/2013,0000,Sex Offenses,Fondling,,,,,1/26/2023,1
,23-X5803944,Property,Portsmouth,1/29/2023,1700,Vandalism,Vandalism,,,,,1/29/2023,1
,23-X5804125,Person,King,2/2/2023,1050,Assault Offenses,Aggravated Assault,,,,,2/2/2023,1
,23-X5804125,Property,King,2/2/2023,1050,Vandalism,Vandalism,,,,,2/2/2023,1
,23-X5804125,Society,King,2/2/2023,1050,Weapon Law Violations,Weapons Law Violations,,,,,2/2/2023,1
,23-X5804151,Person,Powellhurst-Gilbert,2/2/2023,1254,Assault Offenses,Simple Assault,,,,,2/2/2023,1
,23-X5804164,Person,Parkrose,1/30/2023,2200,Assault Offenses,Simple Assault,,,,,2/1/2023,1
,23-X5804181,Person,Old Town/Chinatown,2/2/2023,0118,Assault Offenses,Aggravated Assault,,,,,2/2/2023,1
,23-X5804183,Person,King,6/1/2022,1420,Assault Offenses,Simple Assault,,,,,2/2/2023,1
,23-X5804194,Person,St Johns,2/2/2023,2157,Assault Offenses,Aggravated Assault,,,,,2/2/2023,1
,23-X5804195,Person,Lents,2/2/2023,2253,Assault Offenses,Simple Assault,,,,,2/2/2023,1
,23-X5804209,Person,Centennial,9/3/2022,1800,Sex Offenses,Sodomy,,,,,2/2/2023,1
,23-X5804210,Person,Forest Park,1/16/2023,2300,Sex Offenses,Rape,,,,,2/2/2023,1
,23-X5804313,Person,Centennial,2/3/2023,0000,Assault Offenses,Simple Assault,,,,,2/3/2023,1
,23-X5804445,Person,Brentwood-Darlington,2/1/2023,2200,Kidnapping/Abduction,Kidnapping/Abduction,,,,,2/1/2023,1
,23-X5804447,Person,Humboldt,1/27/2023,1921,Assault Offenses,Aggravated Assault,,,,,1/27/2023,1
,23-X5804448,Person,Argay,2/2/2023,0255,Assault Offenses,Simple Assault,,,,,2/2/2023,1
,23-X5804477,Person,Sullivan's Gulch,2/3/2023,1333,Assault Offenses,Simple Assault,,,,,2/3/2023,1
,23-X5804639,Person,Eliot,1/31/2023,1439,Assault Offenses,Aggravated Assault,,,,,1/31/2023,1
,23-X5804671,Person,St Johns,2/3/2023,2109,Assault Offenses,Simple Assault,,,,,2/3/2023,1
,23-X5804686,Person,Mill Park,2/4/2023,0206,Homicide Offenses,Murder and Non-negligent Manslaughter,,,,,2/4/2023,1
,23-X5804696,Person,Sellwood-Moreland,2/4/2023,0107,Kidnapping/Abduction,Kidnapping/Abduction,,,,,2/4/2023,1
,23-X5804702,Property,Hayden Island,1/7/2023,0130,Vandalism,Vandalism,,,,,1/9/2023,1
,23-X5804715,Person,Northwest,2/3/2023,2141,Assault Offenses,Aggravated Assault,,,,,2/3/2023,1
,23-X5804715,Society,Northwest,2/3/2023,2141,Weapon Law Violations,Weapons Law Violations,,,,,2/3/2023,1
,23-X5804717,Person,Piedmont,2/3/2023,2200,Assault Offenses,Aggravated Assault,,,,,2/3/2023,1
,23-X5804821,Person,Powellhurst-Gilbert,1/1/2023,0922,Assault Offenses,Simple Assault,,,,,1/1/2023,1
,23-X5804821,Property,Powellhurst-Gilbert,1/1/2023,0922,Vandalism,Vandalism,,,,,1/1/2023,1
,23-X5804879,Person,Kenton,2/5/2023,0530,Assault Offenses,Aggravated Assault,,,,,2/5/2023,1
,23-X5804903,Person,Wilkes,2/5/2023,1837,Assault Offenses,Simple Assault,,,,,2/5/2023,1
,23-X5804908,Person,Glenfair,2/5/2023,1617,Assault Offenses,Aggravated Assault,,,,,2/5/2023,1
,23-X5804910,Person,Powellhurst-Gilbert,2/5/2023,2117,Assault Offenses,Simple Assault,,,,,2/5/2023,1
,23-X5804912,Person,Powellhurst-Gilbert,2/5/2023,0838,Assault Offenses,Simple Assault,,,,,2/5/2023,1
,23-X5804940,Person,Glenfair,2/1/2023,0730,Sex Offenses,Fondling,,,,,2/2/2023,1
,23-X5804968,Person,South Portland,1/1/1998,1200,Sex Offenses,Fondling,,,,,2/5/2023,1
,23-X5805055,Person,Mill Park,2/5/2023,1455,Assault Offenses,Simple Assault,,,,,2/5/2023,3
,23-X5805058,Person,Old Town/Chinatown,1/28/2023,2100,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805059,Person,Montavilla,2/5/2023,2303,Assault Offenses,Simple Assault,,,,,2/5/2023,2
,23-X5805061,Person,Goose Hollow,2/5/2023,1830,Assault Offenses,Simple Assault,,,,,2/5/2023,1
,23-X5805068,Person,Centennial,2/5/2023,1801,Assault Offenses,Simple Assault,,,,,2/5/2023,2
,23-X5805073,Person,Lloyd,2/5/2023,0200,Assault Offenses,Aggravated Assault,,,,,2/5/2023,1
,23-X5805074,Person,Goose Hollow,2/5/2023,0052,Assault Offenses,Aggravated Assault,,,,,2/5/2023,1
,23-X5805076,Property,Mt Tabor,2/4/2023,2354,Vandalism,Vandalism,,,,,2/4/2023,1
,23-X5805081,Person,Downtown,2/4/2023,1203,Assault Offenses,Simple Assault,,,,,2/4/2023,1
,23-X5805107,Person,Sunnyside,2/3/2023,1330,Assault Offenses,Aggravated Assault,,,,,2/3/2023,1
,23-X5805108,Person,Buckman West,2/2/2023,0415,Assault Offenses,Aggravated Assault,,,,,2/2/2023,1
,23-X5805108,Society,Buckman West,2/2/2023,0415,Weapon Law Violations,Weapons Law Violations,,,,,2/2/2023,1
,23-X5805109,Person,Hillsdale,2/1/2023,2134,Assault Offenses,Simple Assault,,,,,2/1/2023,1
,23-X5805117,Person,Pleasant Valley,1/31/2023,1545,Assault Offenses,Simple Assault,,,,,1/31/2023,1
,23-X5805118,Person,Glenfair,1/31/2023,1705,Assault Offenses,Aggravated Assault,,,,,1/31/2023,1
,23-X5805121,Property,Hazelwood,2/1/2023,1600,Robbery,Robbery,,,,,2/1/2023,1
,23-X5805178,Person,Lents,2/5/2023,2359,Assault Offenses,Simple Assault,,,,,2/5/2023,1
,23-X5805210,Property,Eliot,1/19/2023,1300,Larceny Offenses,All Other Larceny,,,,,1/23/2023,1
,23-X5805315,Person,Mill Park,2/6/2023,1241,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805355,Person,Argay,2/6/2023,1928,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805367,Person,Pleasant Valley,2/4/2023,2200,Sex Offenses,Rape,,,,,2/6/2023,1
,23-X5805371,Person,Powellhurst-Gilbert,2/6/2023,1955,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805375,Person,Cully,2/6/2023,2100,Assault Offenses,Simple Assault,,,,,2/6/2023,2
,23-X5805388,Person,Northwest,2/7/2023,0312,Assault Offenses,Aggravated Assault,,,,,2/7/2023,1
,23-X5805400,Person,Piedmont,2/6/2023,1644,Sex Offenses,Rape,,,,,2/6/2023,1
,23-X5805414,Person,Portsmouth,2/5/2023,1500,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805416,Person,Hazelwood,2/6/2023,1357,Assault Offenses,Intimidation,,,,,2/6/2023,1
,23-X5805461,Person,Richmond,2/2/2023,2200,Assault Offenses,Aggravated Assault,,,,,2/6/2023,1
,23-X5805525,Person,Portsmouth,1/30/2023,1425,Assault Offenses,Aggravated Assault,,,,,1/30/2023,1
,23-X5805559,Person,Powellhurst-Gilbert,2/3/2023,0930,Assault Offenses,Simple Assault,,,,,2/3/2023,1
,23-X5805576,Person,Hazelwood,2/6/2023,2335,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5805616,Person,Ashcreek,2/6/2023,1410,Assault Offenses,Intimidation,,,,,2/6/2023,1
,23-X5805616,Society,Ashcreek,2/6/2023,1410,Pornography/Obscene Material,Pornography/Obscene Material,,,,,2/6/2023,1
,23-X5805660,Person,Laurelhurst,10/20/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805661,Person,Laurelhurst,10/23/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805662,Person,Laurelhurst,11/6/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805663,Person,Hazelwood,11/16/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805664,Person,Laurelhurst,11/17/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805666,Person,Laurelhurst,11/27/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805667,Person,Laurelhurst,12/10/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805669,Person,Laurelhurst,12/11/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805670,Person,Laurelhurst,12/18/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805671,Person,Laurelhurst,12/19/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805672,Person,Laurelhurst,12/20/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805675,Person,Laurelhurst,12/23/2022,1200,Sex Offenses,Rape,,,,,1/31/2023,1
,23-X5805715,Person,Homestead,2/5/2023,0000,Sex Offenses,Rape,,,,,2/6/2023,1
,23-X5805773,Person,Portsmouth,1/1/2023,0000,Sex Offenses,Statutory Rape,,,,,2/7/2023,1
,23-X5805812,Person,Bridgeton,2/7/2023,1016,Assault Offenses,Intimidation,,,,,2/7/2023,1
,23-X5805869,Person,Lloyd,2/7/2023,1100,Assault Offenses,Aggravated Assault,,,,,2/7/2023,1
,23-X5805875,Property,Hazelwood,2/7/2023,0918,Vandalism,Vandalism,,,,,2/7/2023,1
,23-X5805876,Person,Portsmouth,2/7/2023,2239,Assault Offenses,Simple Assault,,,,,2/7/2023,1
,23-X5805896,Person,Eliot,2/13/2021,0100,Sex Offenses,Fondling,,,,,2/6/2023,1
,23-X5806078,Person,Centennial,2/8/2023,0950,Assault Offenses,Simple Assault,,,,,2/8/2023,1
,23-X5806092,Person,Hosford-Abernethy,2/6/2023,0945,Assault Offenses,Simple Assault,,,,,2/7/2023,1
,23-X5806158,Person,Portsmouth,2/7/2023,2000,Assault Offenses,Aggravated Assault,,,,,2/8/2023,1
,23-X5806172,Person,Piedmont,2/8/2023,1200,Assault Offenses,Aggravated Assault,,,,,2/8/2023,1
,23-X5806273,Person,Downtown,2/4/2023,1711,Assault Offenses,Simple Assault,,,,,2/4/2023,1
,23-X5806279,Person,Pearl,2/8/2023,1410,Assault Offenses,Simple Assault,,,,,2/8/2023,1
,23-X5806325,Person,Rose City Park,2/8/2023,2230,Assault Offenses,Simple Assault,,,,,2/8/2023,1
,23-X5806343,Person,Hollywood,2/8/2023,2315,Assault Offenses,Aggravated Assault,,,,,2/8/2023,2
,23-X5806418,Person,Lents,2/9/2023,0348,Sex Offenses,Rape,,,,,2/9/2023,1
,23-X5806418,Property,Lents,2/9/2023,0348,Burglary,Burglary,,,,,2/9/2023,1
,23-X5806491,Property,Hillsdale,1/15/2023,0156,Vandalism,Vandalism,,,,,1/15/2023,1
,23-X5806496,Person,Downtown,2/8/2023,0300,Sex Offenses,Rape,,,,,2/9/2023,1
,23-X5806528,Person,St Johns,2/6/2023,1200,Assault Offenses,Simple Assault,,,,,2/6/2023,1
,23-X5806698,Person,Foster-Powell,2/9/2023,0023,Assault Offenses,Simple Assault,,,,,2/9/2023,1
,23-X5806699,Person,Montavilla,2/9/2023,1523,Assault Offenses,Simple Assault,,,,,2/9/2023,1
,23-X5806700,Person,Powellhurst-Gilbert,2/10/2023,0233,Assault Offenses,Simple Assault,,,,,2/10/2023,1
,23-X5806737,Person,Madison South,2/8/2023,2253,Assault Offenses,Aggravated Assault,,,,,2/8/2023,2
,23-X5806737,Property,Madison South,2/8/2023,2253,Vandalism,Vandalism,,,,,2/8/2023,1
,23-X5806741,Person,Centennial,2/9/2023,0129,Assault Offenses,Simple Assault,,,,,2/9/2023,1
,23-X5806772,Person,Pearl,2/9/2023,1018,Assault Offenses,Aggravated Assault,,,,,2/9/2023,2
,23-X5806779,Person,Hazelwood,1/22/2023,2000,Assault Offenses,Aggravated Assault,,,,,2/9/2023,1
,23-X5806782,Person,Goose Hollow,12/27/2022,0030,Assault Offenses,Simple Assault,,,,,2/9/2023,1
,23-X5806783,Person,Hazelwood,2/9/2023,1630,Assault Offenses,Simple Assault,,,,,2/9/2023,1
,23-X5806784,Person,Multnomah,2/9/2023,1949,Assault Offenses,Aggravated Assault,,,,,2/9/2023,1
,23-X5806787,Person,Sellwood-Moreland,2/10/2023,0332,Assault Offenses,Simple Assault,,,,,2/10/2023,1
,23-X5806893,Property,Downtown,1/29/1967,0400,Vandalism,Vandalism,,,,,1/29/2023,1
,23-X5806919,Person,Bridlemile,2/8/2023,1700,Assault Offenses,Aggravated Assault,,,,,2/8/2023,1
,23-X5807018,Person,King,2/9/2023,1717,Sex Offenses,Rape,,,,,2/9/2023,1
,23-X5807024,Person,South Portland,2/10/2023,0500,Sex Offenses,Fondling,,,,,2/10/2023,1
,23-X5807024,Person,South Portland,2/10/2023,0500,Sex Offenses,Rape,,,,,2/10/2023,1
,23-X5807024,Person,South Portland,2/10/2023,0500,Sex Offenses,Sodomy,,,,,2/10/2023,1
,23-X5807047,Property,Glenfair,2/9/2023,1648,Robbery,Robbery,,,,,2/9/2023,1
,23-X5807114,Person,Cully,2/11/2023,0730,Assault Offenses,Aggravated Assault,,,,,2/11/2023,1
,23-X5807114,Person,Cully,2/11/2023,0730,Assault Offenses,Simple Assault,,,,,2/11/2023,1
,23-X5807129,Person,Kerns,2/10/2023,2329,Assault Offenses,Simple Assault,,,,,2/10/2023,1
