"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"125","0 BLOCK OF SW 3RD AVE","22-194905","Property","Old Town/Chinatown","7/20/2022",2311,"Motor Vehicle Theft","Motor Vehicle Theft",45.522840132,-122.673299584,7645154,684206,"7/20/2022",1
"126","0 BLOCK OF SW 4TH AVE","22-46149","Property","Downtown","2/18/2022",10,"Motor Vehicle Theft","Motor Vehicle Theft",45.522815095,-122.674332951,7644889,684204,"2/18/2022",1
"127","0 BLOCK OF SW MORRISON ST","22-47054","Property","Downtown","2/19/2022",952,"Motor Vehicle Theft","Motor Vehicle Theft",45.517556759,-122.673105175,7645152,682279,"2/19/2022",1
"128","0 BLOCK OF SW MORRISON ST","22-130039","Property","Downtown","4/2/2022",300,"Motor Vehicle Theft","Motor Vehicle Theft",45.517556759,-122.673105175,7645152,682279,"5/17/2022",1
"129","0 BLOCK OF SW MORRISON ST","22-164901","Property","Downtown","6/19/2022",2003,"Motor Vehicle Theft","Motor Vehicle Theft",45.517556759,-122.673105175,7645152,682279,"6/20/2022",1
"130","0 BLOCK OF SW PENNOYER ST","22-51714","Property","South Portland","2/23/2022",1900,"Motor Vehicle Theft","Motor Vehicle Theft",45.497294559,-122.67847076,7643578,674931,"2/24/2022",1
"131","100 BLOCK OF N COOK ST","22-69725","Property","Eliot","3/13/2022",1600,"Motor Vehicle Theft","Motor Vehicle Theft",45.546827741,-122.667642538,7646838,692910,"3/15/2022",1
"132","100 BLOCK OF N COOK ST","22-289563","Property","Eliot","10/28/2022",2000,"Motor Vehicle Theft","Motor Vehicle Theft",45.546827741,-122.667642538,7646838,692910,"10/29/2022",1
"133","100 BLOCK OF N DREXLER DR","22-28135","Property","Lloyd","1/29/2022",2030,"Motor Vehicle Theft","Motor Vehicle Theft",45.531621279,-122.668576539,7646450,687374,"1/30/2022",1
"134","100 BLOCK OF N GERTZ RD","22-77806","Property","East Columbia","3/22/2022",1700,"Motor Vehicle Theft","Motor Vehicle Theft",45.592072172,-122.668989026,7646936,709410,"3/23/2022",1
